File_Name,Target_User_Groups,Target_User_Groups_Detail,Distributive_Justice,Distributive_Justice_Detail,Procedural_Justice,Procedural_Justice_Detail,Participation_Level,Participation_Outcome,Participation_Detail,Recognitional_Justice,Recognitional_Justice_Detail
roe2016.pdf,"['Race/ethnicity', 'Age', 'Gender', 'Health condition']","The study's primary analysis is by race/ethnicity. The sampling strategy targeted six ethnic groups: ""people of African-Caribbean, Bangladeshi, Indian, Pakistani origin, Other BME and white British"" (Section 2.2). The results segment the sample into three distinct health groups based on ethnicity: ""people of Indian origin, white British, and a single segment combining people of African-Caribbean, Bangladeshi, Pakistani origin and Other BME... labelled 'Mixed BME'"" (Section 3). Within these ethnic groups, the study also analyzes age, gender, and disability (a health condition) as predictors of general health. For example, Table 3 shows that for the 'Mixed BME Worst Health' group, predictors include ""Age (2)"", ""Disability (3)"", and ""Gender (8)"".","['Physical/Functional', 'Social/Experiential']","The study finds that perceptions of greenspace quality are unevenly distributed across ethnic groups. The group with the worst health outcomes perceives lower quality greenspaces. Results state: ""BME in the 'worst' health group (i.e., people of African-Caribbean, Bangladeshi, Pakistani origin and Other BME)—have much more negative perceptions of local place characteristics. They are... less satisfied with urban green space quality (i.e., safety and attractiveness)"" (Section 3). This demonstrates inequity in perceived Social/Experiential quality (satisfaction) and perceived Physical/Functional quality (safety and attractiveness). Table 2 shows statistically significant between-group differences for GS Satisfaction, GS attractiveness, and GS Safety.",[],"The study does not empirically analyze any procedural justice dimensions, such as stakeholder involvement, participation in decision-making, or governance processes. The research is a quantitative analysis of survey data on health and perceptions of existing environments. No direct quote exists.",[],NA,"The study did not analyze any citizen or community participation processes in the planning, design, or management of greenspaces. The methods are based on a household questionnaire survey and statistical analysis of the collected data. No direct quote exists.",['Social/Experiential'],"The study analyzes how the social use of greenspace varies by ethnic group and is linked to health, suggesting that the cultural needs for social interaction in these spaces are not equally met. The results show that the social dimension of use is a predictor of health for only one group: ""Visiting a local green space with someone was associated with better health in the Mixed BME group only (poor health)"" (Section 3, Summary). This finding implies that the social and experiential function of greenspace is particularly important for the health of the 'Mixed BME' group, and a lack of spaces that support their specific social needs could be considered a form of misrecognition."
cengiz2012.pdf,"['Gender', 'Income', 'Health condition']","The study analyzed user preferences based on several socio-demographic characteristics. Gender: A correlation analysis found a significant relationship between gender and park preference, indicating that ""female users tend to prefer the parks close to the city center, while male users prefer the parks distant from the city center."" Income: The study found ""a positive significant relationship between the income levels of users and the size of the areas (r = 0.162*). As the income level increases, users tend to find the size of UPGSs insufficient."" Health condition: The user survey evaluated park accessibility for disabled people. The results showed that one park was rated very low on this criterion, being only ""3.33% accessible for the disabled.""","['Ecological/Environmental', 'Physical/Functional', 'Social/Experiential', 'Management/Governance']","The study's Methods and Results show an uneven distribution of quality across the five studied parks (places) and for different user groups.
Ecological/Environmental: Expert evaluations revealed disparities in ecological quality scores, which ranged from 9.8 to 15.7 out of 20. For example, Gazhane Park was noted for its ""vegetation diversity with tall trees..., bushes... and groundcovers,"" while Çağlayan Picnic Area had ""no diversity in vegetation design.""
Physical/Functional: Quality was unevenly distributed across parks and user groups. Expert-rated functional quality scores ranged from 9.7 to 15.7. User surveys found that park accessibility for disabled people was very low in some areas, with one park rated as only ""3.33% accessible for the disabled."" Furthermore, preferences for park location differed by gender (""female users tend to prefer the parks close to the city center""), and perception of park size differed by income (""As the income level increases, users tend to find the size of UPGSs insufficient""), indicating a potential mismatch between provision and need.
Social/Experiential: User surveys showed significant differences in perceived social quality between parks. For instance, ""Yalı Boyu Park was evaluated as the best environment to socialize with... 68.66% socializing... while the least sociability was found out to be in Çağlayan Picnic Area with... 10% socializing.""
Management/Governance: The study assessed 'Economic quality' based on revenue generation for maintenance. Expert evaluations showed a wide range in scores, from 7.4 for Çağlayan Picnic Area to 14.9 for Yalı Boyu Park, indicating an inequitable distribution of management resources.",[],"The study evaluates existing park quality through expert opinion and user surveys but does not empirically analyze any stakeholder participation, decision-making processes, or governance structures in the Methods or Results sections. No direct quote exists.",[],NA,"The article does not contain any empirical analysis of citizen or community participation in the planning, design, or management of the studied parks in its Methods or Results sections. The study's methodology is based on expert evaluation and user preference surveys of existing conditions. Therefore, no participation level could be coded, and the outcome is not applicable. No direct quote exists.",['Physical/Functional'],"The study analyzes the misrecognition of specific user groups' needs related to physical park characteristics. It finds that the needs of disabled users are not met in some parks, with one park being rated as only ""3.33% accessible for the disabled."" It also identifies differing needs by gender regarding park location, finding that ""female users tend to prefer the parks close to the city center, while male users prefer the parks distant from the city center,"" implying that the distribution and design of parks may not recognize the specific preferences or constraints of all user groups."
southon2017.pdf,"['Age', 'Race/ethnicity', 'Income', 'Gender']","The study analyzed survey data based on several socio-demographic traits. The Methods section states data was collected on respondents' ""age, income, employment status, education, postcode (from which we obtained the Multiple Index of Deprivation), and gender."" The analysis created composite variables for socio-economic status and an ""ethnicity-deprivation index."" The data analysis section notes: ""Variables loading positively onto the second axis (eigenvalue 1.23) were multiple deprivation index (0.69) and ethnicity (0.68); we term this axis the ethnicity-deprivation index"". The results were then analyzed to find interactions between these demographic variables and user preferences for meadow types and perceptions of site quality.",['Social/Experiential'],"The study's results show that the perceived quality and aesthetic preferences for different meadow types were unevenly experienced across different socio-demographic groups. 
Social/Experiential: Appreciation for the meadow creations and preferences for specific meadow types varied by gender and an 'ethnicity-deprivation index'. For example, one finding was that ""meadows were given higher preference scores by respondents who... were women and were people with lower ethnicity-deprivation scores"" (Results, 3.1). Conversely, another analysis found that ""people with a higher ethnicity-deprivation score gave higher preference scores to all medium height and tall plots... than people with lower ethnicity-deprivation scores"" (Results, 3.3). Furthermore, regarding perceived improvements, ""respondents who used the site more frequently and had higher ethnicity-deprivation scores were less likely to report greater appreciation of the site following establishment of the experimental meadows"" (Results, 3.2).","['Ecological/Environmental', 'Social/Experiential', 'Management/Governance']","The study analyzed a form of procedural justice by testing whether providing information to the public influenced their acceptance of meadow vegetation. This was an experimental manipulation, not an analysis of a real-world planning process. The Methods section describes the procedure: ""To assess how providing information influenced tolerance of the meadows' winter appearance respondents were also asked how willing they were to tolerate the current appearance of each plot... before and after being shown a) an image of the plot's appearance during the flowering period, b) information on the abundance of bees and butterflies in the plot... and c) information on the relative mowing frequency of each treatment"". This process touches on social/experiential (aesthetics), ecological/environmental (biodiversity benefits), and management/governance (mowing frequency) dimensions to influence user tolerance.",['Informing'],No,"The study analyzed one level of participation: Informing. Researchers provided survey respondents with information about the experimental meadows to see if it would change their attitudes. The Methods state this was to ""assess how providing information influenced tolerance of the meadows' winter appearance"". The participants were park users who were surveyed on-site. The study found that this information did, in some cases, increase tolerance. For example, ""Providing information on the value of the plots for bees and butterflies increased respondents' willingness to tolerate the tall medium richness plots"" (Results, 3.4). However, the study did not evaluate whether this change in attitude led to any tangible, on-the-ground improvements in park or greenspace quality. The outcome measured was a change in perception, not a change in the park itself.","['Physical/Functional', 'Social/Experiential']","The study's analysis of how aesthetic preferences for different meadow designs vary across demographic groups can be understood as a form of recognitional justice analysis. It identifies that the values and needs of specific groups are better met by certain types of greenspace quality.
Physical/Functional & Social/Experiential: The study found that preferences for meadow designs (a physical/functional attribute) and their associated aesthetic experience (a social/experiential attribute) differed for people with different socio-demographic profiles. The Results section states: ""Interactions between treatment and socio-demographic variables revealed that people with higher ethnicity-deprivation scores gave higher preference scores to the medium height and taller plots, and to the more species rich plots, than people with lower ethnicity-deprivation scores (interaction model, Table 5)."" This empirically demonstrates that a group defined by ethnicity and deprivation has distinct aesthetic values and preferences regarding the physical structure and design of greenspace, highlighting the need to recognize such differences in planning and design."
mceachan2018.pdf,['Race/ethnicity'],"The study empirically analyzed differences between ethnic groups, primarily 'white British' and 'south Asian' participants, in relation to green space availability, use, satisfaction, and children's mental wellbeing. The Methods section states the study aimed to ""explore whether or not ethnicity or socioeconomic status moderated any effects of green space."" The analysis involved splitting ethnicity into three groups: ""south Asian, white British, and other."" The Results section reports that ""Ethnicity moderated associations between residential green space and mental wellbeing"" and that ""Satisfaction with, and use of, green space varied by ethnic group (table 3).""",['Social/Experiential'],"The study found an inequity in the perceived quality of green spaces across ethnic groups. This falls under the Social/Experiential dimension. The Results section states: ""parents of white British children also reported significantly higher levels of satisfaction with their local green space than did those from other ethnic groups (p=0·001; table 3)."" Specifically, the mean satisfaction score for white British parents was 4.16, while for south Asian parents it was 3.93.",[],"The study did not empirically analyze any aspect of procedural justice. The Methods and Results sections do not contain information about stakeholder involvement, participation in decision-making, or governance processes related to park or greenspace quality. No direct quote exists.",[],NA,"The study did not empirically analyze any citizen or community participation process in the planning, design, or management of parks or greenspaces in its Methods or Results sections. Therefore, no participation level could be coded, and the outcome is not applicable. No direct quote exists.",[],"The study did not empirically analyze recognitional justice. While it identified differences in satisfaction and use of green spaces between ethnic groups, the Methods and Results sections do not investigate whether these differences are due to the recognition or misrecognition of specific cultural identities, needs, or values. No direct quote exists."
battisti2020a.pdf,"['Income', 'Age']","The study analyzes groups based on income and age. Income is analyzed through the selection of study sites in disadvantaged areas. The Methods state: ""The social status index is based on unpublished data from the Berlin monitoring on social urban development in 2013 and is calculated from the status indicators (i.e., unemployment and child poverty) and to describe the spatial distribution of residents with low resources in Berlin."" Age is analyzed through field observations of user groups. The Results section notes that in some areas, ""Users of the gardens are predominantly elderly."" It also highlights conflicts between age groups: ""while some enjoy using the newly designed residential green space with their children, older neighbors complain about the noise generated.""","['Ecological/Environmental', 'Physical/Functional']","The study's methodology is explicitly framed around distributive justice, selecting study sites based on an environmental justice map. 
Ecological/Environmental: The Methods state that study sites were selected based on being ""characterized by a low social status index and by high levels of environmental stressors regarding bioclimate, noise, air pollution."" Table 1 in the Results details the high loads of these stressors across the selected low-income areas. The Results also show variation in vegetation quality, with some areas having ""a greater diversity of plant species"" while in others the ""presence of plants is limited to a few individuals.""
Physical/Functional: The Methods state that sites were selected based on ""low access to public green."" The Results describe unequal distribution of quality across the studied disadvantaged areas. For example, green spaces vary in size, with some being ""smaller"" (e.g., ""around 480 m²"") and others being ""larger"" (e.g., ""around 1550 m²""). Maintenance also varies, with some areas described as the ""most well-kept residential greenery"" and others as ""less managed.""",[],"The study does not empirically analyze procedural justice in its Methods or Results sections. While the abstract and conclusion mention the importance of ""co-design"", ""co-maintenance"", and ""participative management"", these are presented as recommendations or future goals rather than analyzed processes. The Methods section mentions that ""a questionnaire is being drawn up that will be administered to the residents,"" but the results of this are not included in the paper. No direct quote is available from Methods or Results analyzing a participatory process.",[],NA,"The study does not empirically analyze any citizen or community participation processes in its Methods or Results. The paper discusses concepts like co-planning and co-design in the introduction and conclusion as important strategies, but it does not present any data or analysis of such processes being implemented or their outcomes. Therefore, no participation level could be coded, and the outcome is not applicable. No direct quote is available from Methods or Results describing a participation process.",['Social/Experiential'],"The study analyzes recognitional justice in the Social/Experiential dimension by observing conflicting uses and needs among different resident groups. The Results section highlights a misrecognition of the needs of older residents in a space designed for families. It states: ""our field survey highlighted also conflicts within usage among local citizens. As an example, while some enjoy using the newly designed residential green space with their children, older neighbors complain about the noise generated."" This finding points to a failure of the space to accommodate the values (e.g., desire for quiet) of all user groups."
banda2014.pdf,['None (general public / unspecified users)'],"The study was conducted in six parks located in underserved communities with a high proportion of African American and low-income residents. During observations, data was collected on park users' ""gender, age (ie, child, teen, adult, or senior), and race/ethnicity (ie, Latino, black, white, or other)"". However, the study's analysis does not compare park quality or use between these groups. The demographic data is used descriptively to characterize the observed user population as a whole. Therefore, the analysis focuses on the general public or unspecified users within these parks.","['Ecological/Environmental', 'Physical/Functional']","The study demonstrates an uneven distribution of park quality across the six parks studied. Physical/Functional: Table 3 shows variation in the Quality Physical Activity Resource (QPAR) index scores, which are based on features, amenities, and incivilities. For example, in May 2010, QPAR scores ranged from 4 to 7. The number of amenities ranged from 5 to 8, and their condition varied, with some parks having amenities rated 'Poor' and others not. The number of incivilities also varied. The study found that overall, ""QPAR index scores were low across all parks"" and they had a ""high number of different incivilities"". Ecological/Environmental: The study created an ""open space target area condition rating"" based on the condition of grass, which was used as a variable in the analysis, indicating variation across park target areas.",[],"The study does not contain an empirical analysis of procedural justice. The Methods section mentions as background that the parks had previously ""benefited from a mini-grant program"" that provided funds and ""capacity building skills to organizations representing underserved communities"". However, this participatory process was not the subject of the study's own data collection or analysis.",[],NA,"The study does not empirically analyze any citizen or community participation process. It mentions a past mini-grant program that involved ""organizations representing underserved communities"" as historical context for the park renovations, but the study's Methods and Results do not examine this process. No direct quote analyzing participation is available.",[],"The study does not empirically analyze recognitional justice. The research methods involved direct observation and audits of physical park characteristics (PARA, SOPARC), which do not capture user values, cultural needs, or feelings of recognition. The Discussion section speculates that ""the parks lacked important features valued by residents,"" but this was not an empirical finding based on the study's methods or results."
chen2019b.pdf,"['Age', 'Race/ethnicity', 'Income', 'Housing status']","The study analyzes park access and quality in relation to a 'Park Need Index' calculated for census block groups. This index is composed of several demographic variables representing different user groups. The Methods section states: ""a new Park Need Index was calculated from children population density (age from 5 to 17), total population density, racial minority density, poverty (population percentage below 125% of the federal poverty line), unemployment (population percentage of unemployed), low education (population percentage of low-education), renter rate (population percentage of people in renter-occupied housing), and yard size"" (p. 123). The study then empirically analyzes the correlation between these variables (representing groups by age, race/ethnicity, income, and housing status) and park quality in the Results section.","['Ecological/Environmental', 'Physical/Functional', 'Social/Experiential']","The study found that park quality was unevenly distributed across areas with different concentrations of poverty and renters. The Results section reports negative correlations between poverty/renter rate and several park quality dimensions. 
Ecological/Environmental & Physical/Functional (Aesthetics): Park quality was lower in areas with higher poverty and renter rates. The study found that 'aesthetic features' were negatively correlated with both poverty (r(75) = -.275, p < .05) and renter rate (r(75) = -.24, p < .05). Aesthetic features included 'water features, decorative elements' (p. 123).
Physical/Functional (Maintenance & Safety): Park quality was lower in areas with higher poverty and renter rates. 'Maintenance and cleanliness' was negatively correlated with poverty (r(75) = -.256, p < .05), and 'incivility' (a measure of safety) was negatively correlated with both poverty (r(75) = -.273, p < .05) and renter rate (r(75) = -.244, p < .05).
Social/Experiential & Physical/Functional (Amenities): Park quality related to amenities was lower in areas with higher poverty and renter rates. The study found that 'amenity' scores were negatively correlated with both poverty (r(75) = -.299, p < .001) and renter rate (r(75) = -.235, p < .05). Amenities included 'equipment rental, drinking fountain, and sitting benches' (p. 123).",[],"The study does not empirically analyze any procedural justice aspects, such as stakeholder involvement, participation in decision-making, or governance processes in its Methods or Results sections. The research is a quantitative, correlational analysis of existing park and demographic data. No direct quote exists.",[],NA,"The study did not empirically analyze any citizen or community participation processes in the Methods or Results sections. The study's purpose was to quantitatively compare existing park access (proximity and quality) with a calculated 'park need' index. Therefore, no participation level was assessed and the outcome is not applicable. No direct quote exists.",[],"The study does not analyze recognitional justice. The Methods and Results do not examine whether park features, designs, or management practices affirm, respect, or misrecognize the cultural identities, needs, or values of specific groups. The park quality assessment uses a standardized audit tool (a modified PARK tool) rather than assessing cultural appropriateness. No direct quote exists."
fornal-pieniak2023.pdf,"['Age', 'Income']","The study analyzes the preferences of young adult visitors, specifically students aged 18-26, based on their income. The Methods state the respondents were ""students who had visited manor parks in the Sandomierska Basin at least once during the last year"" and were ""aged between 18 and 26 (average—21.04 years)"". The primary analysis compares preferences across three income groups based on ""average per capita household monthly income—divided into three categories"".","['Ecological/Environmental', 'Physical/Functional', 'Social/Experiential', 'Management/Governance']","The study finds that preferences for park qualities are unevenly distributed across income groups.
Ecological/Environmental: Higher-income visitors showed a stronger preference for preserving the forest with consideration for historically occurring species. The results state that for the statement advocating for ""consideration of the species that historically occurred in these forests, the level of agreement with this statement decreased as the respondents' income decreased"".
Physical/Functional: Lower-income visitors had a stronger preference for adding recreational infrastructure. The results show that ""the lower the income, the more the respondents agreed that it was worthwhile to add recreational infrastructure features in manor parks"". Conversely, higher-income visitors were more likely to prefer maintaining the ""historic appearance of the forest... without the addition of recreational facilities"".
Social/Experiential: Lower-income visitors placed greater importance on tourism-related services. The results show that ""The higher the income, the lower the importance of the 'possibility to buy souvenirs' criterion of ecosystem services."" Similar statistically significant differences were found for hiring a guide and tourist information.
Management/Governance: Preferences for management strategies differed by income. Higher-income visitors preferred preservation without new facilities, while lower-income visitors were more supportive of adding infrastructure. For example, visitors with incomes ""above PLN 3000... mostly disagreed with the ideas that the historic appearance of the forest should be retained and that recreational infrastructure features should be introduced"".",['Management/Governance'],"The study analyzed visitor preferences regarding the ""involvement of the local community in running this type of place"" as a criterion of ecosystem services. The results found this to be an important factor, particularly for higher-income visitors: ""For respondents with incomes above PLN 1500, the most important aspects were those related to the involvement of the local community in running this type of place."" The study did not analyze an actual participatory process, only the preference for one.",[],NA,"The study does not empirically analyze any citizen or community participation process. It only measures visitor preferences for the ""involvement of the local community in running this type of place"" as a survey item. No actual participation methods, levels, or outcomes were studied in the Methods or Results sections. Therefore, no direct quote describing a participation process exists.",[],"The study does not analyze park quality in terms of recognition or misrecognition of specific group identities, needs, or values in its Methods or Results sections. While it analyzes preferences related to historical preservation, which touches on cultural values, it does not frame this as an issue of recognitional justice for any particular group. No direct quote is available."
ghanem2024.pdf,['Income'],"The study empirically analyzes greenspace quality disparities between low- and high-socio-economic status (SES) groups, defined by income and deprivation indexes. The Methods section states: ""numerous high- and low-SES settings were appointed to generate a large enough sample size, in accordance with the Socio-Economic Index for Areas (SEIFA) data and IRSAD interactive mapping"". The study further specifies income levels: residents in the four ""most disadvantaged"" suburbs ""on average earn a low annual income between $1 and $25,999"", while residents in the four ""least disadvantaged"" suburbs ""earn an annual income greater than $78,000"".","['Ecological/Environmental', 'Physical/Functional']","The study found that greenspace quality was unevenly distributed across all measured dimensions, consistently favoring high-SES areas over low-SES areas.

Ecological/Environmental: Greenspaces in high-SES areas had superior environmental elements. The Results section notes ""a smaller positive association with affluent areas inholding superior vegetational facets in contrast to greenspaces in deprived areas."" The study found a Cohen's effect size of d=0.4, indicating a disadvantage for low-SES areas.

Physical/Functional: Greenspaces in low-SES areas scored lower on all five physical/functional dimensions analyzed:
- Safety and Security: ""The low-SES greenspaces were generally inferior in their safety provisions, with some spaces lacking lighting, signage and any additional measures to instil security."" (Effect size d=0.6).
- Accessibility: ""most greenspaces within the high-SES areas provided more excellent access points and prioritised wheelchair accessibility and, in most instances, was more effective in their accessibility provisions in pathways and directing users."" (Effect size d=0.5).
- Maintenance and Cleanliness: In low-SES areas, ""lack of maintenance and cleanliness was much more profound,"" with observations of ""untrimmed vegetation, apparent discolouration in the greenery, degraded features and the presence of rubbish and graffiti."" (Effect size d=0.4).
- Amenities and Facilities: A small but significant difference was found, with a ""small effect size (d = 0.3)"" indicating fewer amenities in low-SES areas.
- Aesthetics: ""The appeal of greenspaces within the low-SES settings was deficient, highlighting a 38.2% non-overlap in aesthetic attributes between the low- and high-SES greenspaces"". (Effect size d=0.6).",[],"The study does not contain an empirical analysis of procedural justice. The Methods and Results sections focus on a quantitative assessment of existing greenspace quality and do not examine stakeholder involvement, participation in decision-making, or governance processes. No direct quote exists to support this negative finding.",[],NA,"The study does not empirically analyze any citizen or community participation processes in the Methods or Results sections. The research is a quantitative audit of greenspace quality, not an analysis of planning or management processes. Therefore, no participation level was assessed, and the outcome of participation was not applicable. No direct quote exists to support this finding.",[],"The study does not contain an empirical analysis of recognitional justice. The quality assessment in the Methods section uses a standardized scoring rubric for all greenspaces and does not investigate whether park features affirm, respect, or misrecognize the cultural identities, needs, or values of different socio-economic groups. No direct quote exists to support this negative finding."
putra2021b.pdf,"['Age', 'Race/ethnicity', 'Income', 'Gender', 'Other']","The study analyzes several user groups as covariates and potential effect modifiers in relation to perceived green space quality and prosocial behavior. The Methods section lists these variables: ""The child's sex (male, female), age groups according to waves..., Indigenous status (yes: Australian aboriginal or Torres Strait Islander, no), and speaking a language other than English at home (yes, no) represented individual characteristics."" For income/socioeconomic status, it included ""highest educational level of the caregiver in the family (<high school, > high school), a total weekly income of caregivers... area-level socioeconomic circumstances included area disadvantage, measured using Index of Relative Socioeconomic Disadvantage from the Socio-economic Indexes for Areas (SEIFA)"". The 'Other' group refers to geographic location, measured by ""area accessibility, determined using the Accessibility-Remoteness Index of Australia (ARIA)"". The Results section (3.4) reports that the association between green space quality and prosocial behavior was stronger among specific groups, including ""boys"", ""children who only spoke English at home"", those in ""moderate and low disadvantage areas"", and ""children living in remote areas.""","['Physical/Functional', 'Social/Experiential']","The study analyzes the distribution of perceived green space quality, which is a composite measure reflecting both the presence of facilities (Physical/Functional) and caregivers' subjective assessment (Social/Experiential). The results show that this perceived quality is unevenly distributed across different geographic and socioeconomic areas. The multinomial logistic regression analysis in the Results section (Table 2) identifies factors associated with being in different trajectory classes of perceived green space quality. The findings show that children living in more disadvantaged and less accessible areas are significantly less likely to be in the higher quality green space trajectory groups. For example, compared to highly accessible areas, children in ""remote to very remote"" areas had a relative-risk ratio of 0.06 of being in the 'consistently in very good quality' group. Similarly, a summary in the results states, ""children in Classes 3 to 6 were more likely to live in less disadvantage areas, relative to those in Class 1.""",[],"The study does not empirically analyze any aspect of procedural justice. The research is a secondary analysis of longitudinal survey data and does not investigate stakeholder involvement, participation in decision-making, or governance processes related to park and greenspace quality. No direct quote exists.",[],NA,"The study does not empirically analyze any citizen or community participation process in the Methods or Results sections. The research is a secondary analysis of existing longitudinal survey data and focuses on the association between perceived green space quality and child behavior, not on the processes that create or manage green spaces. No direct quote exists.",[],"The study does not empirically analyze recognitional justice in its Methods or Results. While the Discussion section speculates on reasons for different outcomes among ethnic or gender groups, such as feelings of exclusion or gendered play preferences, these are not measured or tested as part of the study's empirical analysis. No direct quote from the Methods or Results is available."
stanley2022.pdf,['Age'],"The study empirically analyzes user groups based on age, specifically comparing the needs and supply of urban green space (UGS) for 'the elderly' versus the 'general population'. The Methods section defines the elderly as 'all persons aged 60 and over'. The study conducted surveys and performed a 'socio-demographic evaluation' to compare the preferences of the 'elderly sample' against the 'overall sample' regarding UGS activities and features. Results are presented in tables comparing these two groups directly, for example, on 'The ten most frequently selected activities' (Table 2) and 'Combined importance scores and weights for the UGS features' (Table 4).","['Ecological/Environmental', 'Physical/Functional', 'Social/Experiential']","The study analyzes the distribution of 'high-quality UGS', a composite measure including ecological, physical, and social dimensions. It identifies spatial inequities in the supply of these high-quality spaces for the elderly population. The Results section states, 'Across Dresden, there are local disparities in the number of elderly citizens without access to UGS.' A map analysis reveals specific areas of undersupply: 'In contrast, the inner city and parts of the south-east, where many elderly citizens live, have a poor supply.' The study also finds a general deficit, noting that 'almost half of all elderly people are not provided with high-quality UGS.'",[],"The study does not empirically analyze any procedural justice dimension, such as stakeholder involvement or participation in decision-making for park planning or management. The researchers conducted surveys to gather data on user preferences, but this was part of their research methodology, not an analysis of a real-world participatory process. No such analysis is described in the Methods or Results sections.",[],NA,"The study does not analyze any citizen or community participation process in the planning, design, or management of urban green spaces. Therefore, no participation level is coded, and the outcome is not applicable. No direct quote exists in the Methods or Results describing an analysis of a participatory process.","['Ecological/Environmental', 'Physical/Functional', 'Social/Experiential']","The study's core approach is to analyze and recognize the specific needs and values of the elderly concerning UGS quality, which differ from the general population. 
Physical/Functional: The analysis shows that the needs of the elderly are not fully met by a general approach, highlighting misrecognition. For example, 'The greatest difference was found for the UGS feature benches (1.26),' indicating this feature is significantly more important to the elderly.
Social/Experiential & Ecological/Environmental: The study identifies different activity preferences that relate to social and ecological dimensions. The Results show a 'slight positive correlation was found between the increasing age of respondents and the preferential use of UGS for relaxing... and observing nature,' activities linked to features like tranquillity, naturalness, and wildlife, which are thus of greater value to this group."
baka2022.pdf,['Income'],"The study analyzes greenspace quality in relation to neighborhood-level deprivation. The Methods section states that neighborhoods were categorized by socioeconomic status using the Scottish Index of Multiple Deprivation (SIMD). The analysis compared greenspace quality scores across different SIMD deciles. For example, the Results section states: ""For each greenspace, the SIMD decile of the data zone was noted alongside the scores for greenspace quality rating..."" The study's main finding is that ""there is a significant difference in overall greenspace quality between areas experiencing high deprivation (especially the most deprived deciles of SIMD1 and 2); and areas experiencing the lowest levels of deprivation.""","['Ecological/Environmental', 'Physical/Functional']","The study found a statistically significant unequal distribution of greenspace quality across neighborhoods of different deprivation levels. The Results section concludes: ""These results suggest that across nearly all characteristics of greenspace, there is a statistically significant difference in assessed quality between the least deprived data zones and the most deprived, with greenspaces in more deprived areas scoring lower on the indicators of greenspace quality.""

Ecological/Environmental: The study found statistically significant differences between SIMD deciles for 'greenness (χ² (9, n=264) = 29.313, p=0.01); aesthetics (χ² (9, n=264) = 35.464, p=0.000); biodiversity (χ² (9, n = 264) = 27.937, p=0.001); tranquillity (χ² (9, n = 264) = 27.297, p=0.001)'.

Physical/Functional: The study found statistically significant differences between SIMD deciles for 'security (χ² (9, n = 264) = 38.178, p = 0.000); cleanness (χ² (9, n = 264) = 20.986, p = 0.013); ... facilities (χ² (9, n=264) = 18.973, p=0.025); nearest metro station (χ² (9, n = 264) = 20.978, p = 0.013); and nearest bus (χ² (9, n = 264) = 41.438, p = 0.000)'. A separate analysis also found a 'statistically significant difference' for the 'well-keptness of the spaces' between deprivation groups.",[],"The study does not contain an empirical analysis of procedural justice. The Methods and Results sections focus on a quantitative assessment of greenspace quality using remote observation (Google Street View) and existing datasets (SIMD, GIS data). There is no analysis of stakeholder involvement, community participation in decision-making, or governance processes. No direct quote exists.",[],NA,The study did not empirically analyze any citizen or community participation processes. The methodology is based on remote observation of greenspace characteristics and statistical comparison with neighborhood deprivation data. The Methods and Results sections do not describe or evaluate any form of public participation. No direct quote exists.,[],"The study does not contain an empirical analysis of recognitional justice. The Methods and Results sections focus on assessing physical and ecological characteristics of greenspaces from an external viewpoint using Google Street View. The study does not analyze how these spaces relate to the cultural identities, needs, or values of specific user groups. No direct quote exists."
sander2017.pdf,"['Age', 'Race/ethnicity', 'Income', 'Gender']","The study's primary analysis stratifies the population by age and gender, creating eight distinct groups. The Methods state: ""We used GIS functions to calculate average block group male and female BMI for the following age groups: 18-29 (young adult), 30-50 (middle adult), 51-65 (older adult), and 65-84 (retiree)"" (p. 2). The regression models also analyze race/ethnicity and socioeconomic status (income and education) as predictor variables. The Methods section describes using 2010 US Census data for ""composition of Black, Asian, and Hispanic individuals"" and the American Community Survey for ""economic and educational attainment data"" (p. 3). The Results section reports specific findings for these groups, for example: ""Block group proportion Black was significantly and positively related to BMI for all female groups and middle-adult males (p < 0.001)"" (p. 4) and ""Block group household income exhibited significant, negative relationships to BMI for all female groups... but was not significant for male groups"" (p. 5).",[],"The study does not conduct a distributive justice analysis. While it identifies spatial clustering of high Body Mass Index (BMI) in areas with ""higher proportions of black and low-income individuals"" (p. 4), it does not empirically analyze whether the quality or quantity of greenspace is systematically different in those areas compared to others. The study's focus is on the differential association between greenspace characteristics and BMI across various demographic groups, not on the unequal distribution of the greenspace characteristics themselves.",[],"The study does not analyze procedural justice. The Methods and Results sections do not contain any information about stakeholder involvement, community participation, or decision-making processes related to park planning, design, or management. The study is based on quantitative analysis of existing GIS, health, and census datasets. No direct quote exists.",[],NA,"The study does not empirically analyze any citizen or community participation process. The research methodology relies on secondary data (GIS, census, driver's license data) and does not involve or assess any form of public engagement. Therefore, no participation level could be coded, and the outcome is not applicable. No direct quote exists.",[],"The study does not analyze recognitional justice. The Methods and Results sections do not examine how greenspaces may or may not reflect the cultural identities, values, or needs of different groups. The study uses objective, GIS-based measures of greenspace characteristics and does not include analysis of user perceptions, cultural norms, or values. While the discussion speculates that different groups ""perceive and use greenspace differently"" (p. 6), this is not an empirical finding analyzed in the Methods or Results. No direct quote exists."
